Date,Sensor Glucose (mmol/L),
09/03/2022 18:17,7,
09/03/2022 18:22,9.2,
09/03/2022 18:27,10.3,
09/03/2022 18:32,11,
09/03/2022 18:37,10.8,
09/03/2022 18:42,10,
09/03/2022 18:47,9.2,
09/03/2022 18:52,7.8,
09/03/2022 18:57,7.1,
09/03/2022 19:02,6.8,
09/03/2022 19:07,6.8,
09/03/2022 19:12,7.2,
09/03/2022 19:17,7.6,
09/03/2022 19:22,7.9,
09/03/2022 19:27,7.9,
09/03/2022 19:32,7.5,
09/03/2022 19:37,6.7,
09/03/2022 19:42,5.6,
09/03/2022 19:47,4.9,
09/03/2022 19:52,6.7,
09/03/2022 19:57,7.1,
09/03/2022 20:02,7.5,
09/03/2022 20:07,8,
09/03/2022 20:12,7.9,
09/03/2022 20:17,8,
09/03/2022 20:47,8.2,
09/03/2022 20:52,8,
09/03/2022 20:57,7.7,
09/03/2022 21:02,6.9,
09/03/2022 21:07,6.3,
09/03/2022 21:12,5.9,
09/03/2022 21:17,5.5,
09/03/2022 21:22,5.4,
09/03/2022 21:27,5.4,
09/03/2022 21:32,5.7,
09/03/2022 21:37,5.9,
09/03/2022 21:42,5.8,
09/03/2022 21:47,5.6,
09/03/2022 21:52,5.7,
09/03/2022 21:57,6.3,
09/03/2022 22:02,8,
09/03/2022 22:07,9,
09/03/2022 22:12,9.9,
09/03/2022 22:17,10.4,
09/03/2022 22:22,10.2,
09/03/2022 22:27,9.7,
09/03/2022 22:32,9,
09/03/2022 22:37,8.4,
09/03/2022 22:42,8,
09/03/2022 22:47,7.8,
09/03/2022 22:52,7.6,
09/03/2022 22:57,7.2,
09/03/2022 23:02,6.8,
09/03/2022 23:07,6.4,
09/03/2022 23:12,6.1,
09/03/2022 23:17,5.7,
09/03/2022 23:22,5.3,
09/03/2022 23:27,5.1,
09/03/2022 23:32,4.9,
09/03/2022 23:37,4.9,
09/03/2022 23:42,4.9,
09/03/2022 23:47,5,
09/03/2022 23:52,5.2,
09/03/2022 23:57,5.6,
09/04/2022 00:02,6.4,
09/04/2022 00:07,7.5,
09/04/2022 00:12,8.2,
09/04/2022 00:17,8.9,
09/04/2022 00:22,9.3,
09/04/2022 00:27,9.2,
09/04/2022 00:32,8.8,
09/04/2022 00:37,8.2,
09/04/2022 00:42,7.6,
09/04/2022 00:47,7.2,
09/04/2022 00:52,6.9,
09/04/2022 00:57,6.9,
09/04/2022 01:02,7.2,
09/04/2022 01:07,7.3,
09/04/2022 01:12,7.3,
09/04/2022 01:17,7,
09/04/2022 01:22,6.8,
09/04/2022 01:27,6.4,
09/04/2022 01:32,6.3,
09/04/2022 01:37,6.3,
09/04/2022 01:42,6.2,
09/04/2022 01:47,6.1,
09/04/2022 01:52,5.8,
09/04/2022 01:57,5.6,
09/04/2022 02:02,5.4,
09/04/2022 02:07,5.1,
09/04/2022 02:12,4.9,
09/04/2022 02:17,4.7,
09/04/2022 02:22,4.3,
09/04/2022 02:27,4.2,
09/04/2022 02:32,4.2,
09/04/2022 02:37,4.1,
09/04/2022 02:42,4.2,
09/04/2022 02:47,4.2,
09/04/2022 02:52,4.2,
09/04/2022 02:57,4.2,
09/04/2022 03:02,4.1,
09/04/2022 03:07,4.1,
09/04/2022 03:12,4.1,
09/04/2022 03:17,4.2,
09/04/2022 03:22,4.4,
09/04/2022 03:27,4.8,
09/04/2022 03:32,5.1,
09/04/2022 03:37,5.3,
09/04/2022 03:42,5.2,
09/04/2022 03:47,5.2,
09/04/2022 03:52,5.1,
09/04/2022 03:57,5.2,
09/04/2022 04:02,5.2,
09/04/2022 04:07,5.2,
09/04/2022 04:12,5.1,
09/04/2022 04:17,4.9,
09/04/2022 04:22,4.6,
09/04/2022 04:27,4.5,
09/04/2022 04:32,4.6,
09/04/2022 04:37,4.7,
09/04/2022 04:42,5.1,
09/04/2022 04:47,5.7,
09/04/2022 04:52,6.7,
09/04/2022 04:57,7.8,
09/04/2022 05:02,8.5,
09/04/2022 05:07,8.5,
09/04/2022 05:12,8.8,
09/04/2022 05:17,8.9,
09/04/2022 05:22,8.6,
09/04/2022 05:27,8.5,
09/04/2022 05:32,8.3,
09/04/2022 05:37,8.1,
09/04/2022 05:42,7.9,
09/04/2022 05:47,7.5,
09/04/2022 05:52,7.2,
09/04/2022 05:57,6.9,
09/04/2022 06:02,6.8,
09/04/2022 06:07,6.9,
09/04/2022 06:12,7,
09/04/2022 06:17,7.1,
09/04/2022 06:22,7.2,
09/04/2022 06:27,7.2,
09/04/2022 06:32,7.1,
09/04/2022 06:37,7.2,
09/04/2022 06:42,7.4,
09/04/2022 06:47,7.8,
09/04/2022 06:52,8.2,
09/04/2022 06:57,8.3,
09/04/2022 07:02,8.2,
09/04/2022 07:12,8.2,
09/04/2022 07:17,8.2,
09/04/2022 07:22,8,
09/04/2022 07:27,7.8,
09/04/2022 07:32,7.4,
09/04/2022 07:37,6.6,
09/04/2022 07:37,7,
09/04/2022 07:42,6.3,
09/04/2022 07:47,6.1,
09/04/2022 07:52,5.7,
09/04/2022 07:57,5.8,
09/04/2022 08:02,6.4,
09/04/2022 08:07,6.8,
09/04/2022 08:12,7.3,
09/04/2022 08:17,10,
09/04/2022 08:22,10,
09/04/2022 08:27,10.3,
09/04/2022 08:37,10.2,
09/04/2022 08:42,9.9,
09/04/2022 08:47,9.7,
09/04/2022 09:12,9.5,
09/04/2022 09:17,9.2,
09/04/2022 09:22,8.5,
09/04/2022 09:27,7.9,
09/04/2022 09:32,7.4,
09/04/2022 09:37,7,
09/04/2022 09:42,4.7,
09/04/2022 09:47,5.1,
09/04/2022 09:52,5.2,
09/04/2022 09:57,4.9,
09/04/2022 10:02,4.3,
09/04/2022 10:07,4.1,
09/04/2022 10:32,4.3,
09/04/2022 10:37,4.9,
09/04/2022 10:42,6.4,
09/04/2022 10:47,7.1,
09/04/2022 10:52,7,
09/04/2022 10:57,7,
09/04/2022 11:02,7.5,
09/04/2022 11:07,7.4,
09/04/2022 11:27,7,
09/04/2022 11:37,6.8,
09/04/2022 11:42,6.8,
09/04/2022 11:47,7,
09/04/2022 12:02,7.4,
09/04/2022 12:07,7.7,
09/04/2022 12:12,7.8,
09/04/2022 12:17,8,
09/04/2022 12:22,8.1,
09/04/2022 12:27,7.9,
09/04/2022 12:32,8,
09/04/2022 12:37,8.2,
09/04/2022 12:42,8.2,
09/04/2022 12:47,7.6,
09/04/2022 12:52,6.6,
09/04/2022 12:57,6.4,
09/04/2022 13:02,6.2,
09/04/2022 13:07,6.3,
09/04/2022 13:17,6.8,
09/04/2022 13:27,7.4,
09/04/2022 13:32,8.3,
09/04/2022 13:37,9,
09/04/2022 13:42,9.3,
09/04/2022 13:47,9.7,
09/04/2022 13:52,9.8,
09/04/2022 13:57,9.7,
09/04/2022 14:02,9.6,
09/04/2022 14:07,9.6,
09/04/2022 14:12,9.9,
09/04/2022 14:17,11,
09/04/2022 14:22,11.4,
09/04/2022 14:27,11.5,
09/04/2022 14:32,11,
09/04/2022 14:37,10.9,
09/04/2022 14:42,11,
09/04/2022 14:52,11.8,
09/04/2022 14:57,12.9,
09/04/2022 15:02,13.7,
09/04/2022 15:07,14.4,
09/04/2022 15:12,14.5,
09/04/2022 15:17,14.9,
09/04/2022 15:22,15.3,
09/04/2022 15:27,16.3,
09/04/2022 15:32,17.2,
09/04/2022 15:37,17.6,
09/04/2022 15:42,17.7,
09/04/2022 15:47,17.3,
09/04/2022 15:52,16.9,
09/04/2022 15:57,16.8,
09/04/2022 16:02,16.5,
09/04/2022 16:07,16.1,
09/04/2022 16:12,15.5,
09/04/2022 16:22,14.9,
09/04/2022 16:27,14.5,
09/04/2022 16:32,14,
09/04/2022 16:37,13.5,
09/04/2022 16:42,12.9,
09/04/2022 16:47,12.3,
09/04/2022 16:52,11.8,
09/04/2022 16:57,11.1,
09/04/2022 17:02,10.2,
09/04/2022 17:07,9.4,
09/04/2022 17:12,8.9,
09/04/2022 17:17,8.3,
09/04/2022 17:22,7.8,
09/04/2022 17:27,7.4,
09/04/2022 17:32,7,
09/04/2022 17:37,6.5,
09/04/2022 17:42,6.1,
09/04/2022 17:47,5.9,
09/04/2022 17:52,5.8,
09/04/2022 17:57,5.9,
09/04/2022 18:02,6.1,
09/04/2022 18:07,6.3,
09/04/2022 18:12,6.6,
09/04/2022 18:17,6.9,
09/04/2022 18:22,7,
09/04/2022 18:27,6.8,
09/04/2022 18:32,6.4,
09/04/2022 18:37,6.1,
09/04/2022 18:42,6.2,
09/04/2022 18:47,6.7,
09/04/2022 18:52,7.8,
09/04/2022 18:57,8.9,
09/04/2022 19:02,9,
09/04/2022 19:07,9.4,
09/04/2022 19:12,9.5,
09/04/2022 19:17,10,
09/04/2022 19:22,10.7,
09/04/2022 19:37,11.3,
09/04/2022 19:42,11.9,
09/04/2022 19:47,12.5,
09/04/2022 19:52,13.2,
09/04/2022 20:02,13.9,
09/04/2022 20:07,14.4,
09/04/2022 20:12,15,
09/04/2022 20:17,14.5,
09/04/2022 20:22,14,
09/04/2022 20:27,13.3,
09/04/2022 20:32,13.3,
09/04/2022 20:37,12.9,
09/04/2022 20:52,12.9,
09/04/2022 20:57,13.1,
09/04/2022 21:02,13.4,
09/04/2022 21:12,13.6,
09/04/2022 21:17,13.6,
09/04/2022 21:22,13.4,
09/04/2022 21:27,13,
09/04/2022 21:32,12.5,
09/04/2022 21:37,12.3,
09/04/2022 21:42,12.2,
09/04/2022 21:47,12.4,
09/04/2022 21:52,12.5,
09/04/2022 21:57,12.5,
09/04/2022 22:02,12.3,
09/04/2022 22:07,11.9,
09/04/2022 22:12,11.4,
09/04/2022 22:17,11,
09/04/2022 22:22,10.8,
09/04/2022 22:27,10.7,
09/04/2022 22:32,10.5,
09/04/2022 22:37,10.4,
09/04/2022 22:42,10.3,
09/04/2022 22:47,10.1,
09/04/2022 22:52,9.8,
09/04/2022 22:57,9.6,
09/04/2022 23:02,9.4,
09/04/2022 23:07,9.4,
09/04/2022 23:12,9.3,
09/04/2022 23:17,9.3,
09/04/2022 23:22,9.1,
09/04/2022 23:27,8.9,
09/04/2022 23:32,8.8,
09/04/2022 23:37,8.7,
09/04/2022 23:42,8.4,
09/04/2022 23:47,8.2,
09/04/2022 23:52,8,
09/04/2022 23:57,7.8,
09/05/2022 00:02,7.8,
09/05/2022 00:07,7.8,
09/05/2022 00:12,7.8,
09/05/2022 00:17,7.8,
09/05/2022 00:22,7.7,
09/05/2022 00:27,7.6,
09/05/2022 00:32,7.5,
09/05/2022 00:37,7.5,
09/05/2022 00:42,7.4,
09/05/2022 00:47,7.3,
09/05/2022 00:52,7.2,
09/05/2022 00:57,7,
09/05/2022 01:02,7.2,
09/05/2022 01:07,7.3,
09/05/2022 01:12,7.5,
09/05/2022 01:17,7.7,
09/05/2022 01:22,7.7,
09/05/2022 01:27,7.5,
09/05/2022 01:32,7.4,
09/05/2022 01:37,7.3,
09/05/2022 01:42,7.2,
09/05/2022 01:47,7.2,
09/05/2022 01:52,7,
09/05/2022 01:57,6.9,
09/05/2022 02:02,6.8,
09/05/2022 02:07,6.8,
09/05/2022 02:12,6.9,
09/05/2022 02:17,6.8,
09/05/2022 02:22,6.7,
09/05/2022 02:27,6.6,
09/05/2022 02:32,6.4,
09/05/2022 02:37,6.2,
09/05/2022 02:42,6,
09/05/2022 02:47,6.1,
09/05/2022 02:52,6.3,
09/05/2022 02:57,6.4,
09/05/2022 03:02,6.4,
09/05/2022 03:07,6.5,
09/05/2022 03:12,6.4,
09/05/2022 03:17,6.4,
09/05/2022 03:22,6.3,
09/05/2022 03:27,6.2,
09/05/2022 03:32,6.2,
09/05/2022 03:37,6.2,
09/05/2022 03:42,6.2,
09/05/2022 03:47,6.2,
09/05/2022 03:52,6.1,
09/05/2022 03:57,6.1,
09/05/2022 04:02,6.1,
09/05/2022 04:07,6.2,
09/05/2022 04:12,6.4,
09/05/2022 04:17,6.7,
09/05/2022 04:22,6.9,
09/05/2022 04:27,6.8,
09/05/2022 04:32,6.7,
09/05/2022 04:37,6.7,
09/05/2022 04:42,6.6,
09/05/2022 04:47,6.5,
09/05/2022 04:52,6.5,
09/05/2022 04:57,6.5,
09/05/2022 05:02,6.6,
09/05/2022 05:07,6.7,
09/05/2022 05:12,6.8,
09/05/2022 05:17,7,
09/05/2022 05:22,7,
09/05/2022 05:27,6.9,
09/05/2022 05:32,6.9,
09/05/2022 05:37,7,
09/05/2022 05:42,7.1,
09/05/2022 05:47,7.2,
09/05/2022 05:52,7.2,
09/05/2022 05:57,7,
09/05/2022 06:02,6.9,
09/05/2022 06:07,7,
09/05/2022 06:12,7.3,
09/05/2022 06:17,7.7,
09/05/2022 06:22,7.9,
09/05/2022 06:27,7.9,
09/05/2022 06:32,7.9,
09/05/2022 06:37,8,
09/05/2022 06:42,8,
09/05/2022 06:47,7.9,
09/05/2022 06:52,7.8,
09/05/2022 06:57,7.8,
09/05/2022 07:02,7.8,
09/05/2022 07:07,8,
09/05/2022 07:12,8.2,
09/05/2022 07:17,8.6,
09/05/2022 07:22,9.3,
09/05/2022 07:27,9.6,
09/05/2022 07:32,9.8,
09/05/2022 07:37,9.8,
09/05/2022 07:42,9.8,
09/05/2022 07:47,9.9,
09/05/2022 07:52,9.8,
09/05/2022 07:57,9.7,
09/05/2022 08:02,9.7,
09/05/2022 08:07,9.7,
09/05/2022 08:12,9.9,
09/05/2022 08:17,10.1,
09/05/2022 08:22,10.3,
09/05/2022 08:27,10.5,
09/05/2022 08:32,10.9,
09/05/2022 08:37,11.1,
09/05/2022 08:42,11.2,
09/05/2022 08:47,11.2,
09/05/2022 08:52,11.1,
09/05/2022 08:57,11,
09/05/2022 09:02,11.6,
09/05/2022 09:07,12.3,
09/05/2022 09:12,12.9,
09/05/2022 09:17,13.3,
09/05/2022 09:22,13.8,
09/05/2022 09:27,14.4,
09/05/2022 09:42,15,
09/05/2022 09:47,15.6,
09/05/2022 09:52,16,
09/05/2022 09:57,16.4,
09/05/2022 10:02,16.2,
09/05/2022 10:07,15.8,
09/05/2022 10:12,15.4,
09/05/2022 10:17,14.8,
09/05/2022 10:22,14,
09/05/2022 10:32,13.5,
09/05/2022 10:37,13.1,
09/05/2022 10:42,12.9,
09/05/2022 10:47,12.9,
09/05/2022 10:52,12.8,
09/05/2022 10:57,12.4,
09/05/2022 11:02,11.9,
09/05/2022 11:07,11.4,
09/05/2022 11:12,11,
09/05/2022 11:17,10.6,
09/05/2022 11:22,10.3,
09/05/2022 11:27,10,
09/05/2022 11:32,9.8,
09/05/2022 11:37,10,
09/05/2022 11:42,10.5,
09/05/2022 11:47,11.8,
09/05/2022 11:52,12.8,
09/05/2022 11:57,13.5,
09/05/2022 12:02,14.4,
09/05/2022 12:07,15.3,
09/05/2022 12:12,15.9,
09/05/2022 12:17,16.5,
09/05/2022 12:22,17.3,
09/05/2022 12:27,17.8,
09/05/2022 12:32,18.3,
09/05/2022 12:37,18.8,
09/05/2022 12:42,19,
09/05/2022 12:47,19.1,
09/05/2022 12:52,19,
09/05/2022 12:57,18.6,
09/05/2022 13:02,18.2,
09/05/2022 13:07,17.8,
09/05/2022 13:12,17.5,
09/05/2022 13:17,17.2,
09/05/2022 13:22,16.7,
09/05/2022 13:27,16.4,
09/05/2022 13:32,16.2,
09/05/2022 13:37,16.2,
09/05/2022 13:42,15.9,
09/05/2022 13:47,15.6,
09/05/2022 13:52,15.2,
09/05/2022 13:57,14.9,
09/05/2022 14:02,14.5,
09/05/2022 14:07,14.2,
09/05/2022 14:12,13.9,
09/05/2022 14:17,13.6,
09/05/2022 14:22,13.2,
09/05/2022 14:27,12.9,
09/05/2022 14:32,12.6,
09/05/2022 14:37,12.1,
09/05/2022 14:42,11.7,
09/05/2022 14:47,11.3,
09/05/2022 14:52,11,
09/05/2022 14:57,10.5,
09/05/2022 15:02,10,
09/05/2022 15:07,9.5,
09/05/2022 15:12,8.9,
09/05/2022 15:17,10.2,
09/05/2022 15:22,10.2,
09/05/2022 15:27,10,
09/05/2022 15:32,9.7,
09/05/2022 15:37,9.7,
09/05/2022 15:42,9.5,
09/05/2022 19:37,9.3,
09/05/2022 19:42,9.2,
09/05/2022 19:47,8.9,
09/05/2022 19:52,8.8,
09/05/2022 19:57,8.9,
09/05/2022 20:02,9.1,
09/05/2022 20:07,9.3,
09/05/2022 20:12,9.5,
09/05/2022 20:17,9.8,
09/05/2022 20:22,9.8,
09/05/2022 20:27,9.6,
09/05/2022 20:32,9.2,
09/05/2022 20:37,8.7,
09/05/2022 20:42,7.7,
09/05/2022 20:47,7.2,
09/05/2022 20:52,6.8,
09/05/2022 20:57,6.8,
09/05/2022 21:02,7,
09/05/2022 21:07,7.1,
09/05/2022 21:12,7.1,
09/05/2022 21:17,6.9,
09/05/2022 21:22,6.8,
09/05/2022 21:27,6.7,
09/05/2022 21:32,6.7,
09/05/2022 21:37,6.8,
09/05/2022 21:42,7.9,
09/05/2022 21:47,8.4,
09/05/2022 21:52,8.3,
09/05/2022 21:57,8,
09/05/2022 22:02,7.6,
09/05/2022 22:07,7,
09/05/2022 22:12,6.9,
09/05/2022 22:17,7,
09/05/2022 22:22,7,
09/05/2022 22:27,7,
09/05/2022 22:32,6.8,
09/05/2022 22:37,6.5,
09/05/2022 22:42,6.3,
09/05/2022 22:47,6.1,
09/05/2022 22:52,5.8,
09/05/2022 22:57,5.4,
09/05/2022 23:02,5.1,
09/05/2022 23:07,4.9,
09/05/2022 23:12,4.9,
09/05/2022 23:17,4.8,
09/05/2022 23:22,4.5,
09/05/2022 23:27,4.2,
09/05/2022 23:32,3.8,
09/05/2022 23:37,3.8,
09/05/2022 23:42,3.9,
09/05/2022 23:47,3.9,
09/05/2022 23:52,3.8,
09/05/2022 23:57,3.7,
09/06/2022 00:02,3.4,
09/06/2022 00:07,3.4,
09/06/2022 00:12,3.4,
09/06/2022 00:17,4.2,
09/06/2022 00:22,4.6,
09/06/2022 00:27,5,
09/06/2022 00:32,5.5,
09/06/2022 00:37,5.6,
09/06/2022 00:42,5.2,
09/06/2022 00:47,4.8,
09/06/2022 00:52,4.8,
09/06/2022 00:57,5.2,
09/06/2022 01:02,6.1,
09/06/2022 01:07,6.8,
09/06/2022 01:12,7.2,
09/06/2022 01:17,7.2,
09/06/2022 01:22,7,
09/06/2022 01:27,6.8,
09/06/2022 01:32,6.7,
09/06/2022 01:37,6.5,
09/06/2022 01:42,6.5,
09/06/2022 01:47,6.4,
09/06/2022 01:52,6.2,
09/06/2022 01:57,6.1,
09/06/2022 02:02,5.8,
09/06/2022 02:07,5.5,
09/06/2022 02:12,5.3,
09/06/2022 02:17,5.2,
09/06/2022 02:22,4.9,
09/06/2022 02:27,4.7,
09/06/2022 02:32,4.3,
09/06/2022 02:37,4.1,
09/06/2022 02:42,4.1,
09/06/2022 02:47,4.2,
09/06/2022 02:52,4.6,
09/06/2022 02:57,5.3,
09/06/2022 03:02,6.8,
09/06/2022 03:07,6.8,
09/06/2022 03:12,7.2,
09/06/2022 03:17,7.5,
09/06/2022 03:22,7.6,
09/06/2022 03:27,7.5,
09/06/2022 03:32,7.6,
09/06/2022 03:37,7.9,
09/06/2022 03:42,7.7,
09/06/2022 03:47,7.4,
09/06/2022 03:52,6.8,
09/06/2022 03:57,6,
09/06/2022 04:02,5.5,
09/06/2022 04:07,5.3,
09/06/2022 04:12,5.3,
09/06/2022 04:17,5.4,
09/06/2022 04:22,5.4,
09/06/2022 04:27,5.3,
09/06/2022 04:32,5.2,
09/06/2022 04:37,4.9,
09/06/2022 04:42,4.7,
09/06/2022 04:47,4.6,
09/06/2022 04:52,4.7,
09/06/2022 04:57,4.7,
09/06/2022 05:02,4.8,
09/06/2022 05:07,4.7,
09/06/2022 05:12,4.7,
09/06/2022 05:17,4.7,
09/06/2022 05:22,4.8,
09/06/2022 05:27,4.9,
09/06/2022 05:32,4.9,
09/06/2022 05:37,4.9,
09/06/2022 05:42,4.9,
09/06/2022 05:47,4.9,
09/06/2022 05:52,4.8,
09/06/2022 05:57,4.7,
09/06/2022 06:02,6.3,
09/06/2022 06:07,6.9,
09/06/2022 06:12,6.9,
09/06/2022 06:17,6.7,
09/06/2022 06:22,6.3,
09/06/2022 06:27,6.1,
09/06/2022 06:32,5.9,
09/06/2022 06:37,5.8,
09/06/2022 06:42,5.7,
09/06/2022 06:47,5.6,
09/06/2022 06:52,5.4,
09/06/2022 06:57,5.3,
09/06/2022 07:02,5.1,
09/06/2022 07:07,5.1,
09/06/2022 07:12,5.3,
09/06/2022 07:17,5.6,
09/06/2022 07:22,5.5,
09/06/2022 07:27,5.4,
09/06/2022 07:37,5.1,
09/06/2022 07:42,4.9,
09/06/2022 07:47,5,
09/06/2022 07:52,5,
09/06/2022 07:57,5.2,
09/06/2022 08:02,5.7,
09/06/2022 08:07,6.1,
09/06/2022 08:12,6.4,
09/06/2022 08:17,6.8,
09/06/2022 08:22,6.9,
09/06/2022 08:27,7.1,
09/06/2022 08:32,7.2,
09/06/2022 08:37,7.2,
09/06/2022 08:42,7.4,
09/06/2022 08:47,7.8,
09/06/2022 08:52,8.4,
09/06/2022 08:57,9,
09/06/2022 09:02,9.7,
09/06/2022 09:07,10.3,
09/06/2022 09:12,11,
09/06/2022 09:17,11.9,
09/06/2022 09:22,12.7,
09/06/2022 09:27,13,
09/06/2022 09:32,13.8,
09/06/2022 09:37,14.4,
09/06/2022 09:42,15,
09/06/2022 09:47,15.5,
09/06/2022 09:52,15.9,
09/06/2022 09:57,16.3,
09/06/2022 10:02,16.3,
09/06/2022 10:07,16.3,
09/06/2022 10:12,16.2,
09/06/2022 10:17,16.1,
09/06/2022 10:22,16,
09/06/2022 10:32,16,
09/06/2022 10:37,15.9,
09/06/2022 10:42,15.4,
09/06/2022 10:47,15.4,
09/06/2022 10:52,15.4,
09/06/2022 10:57,15.7,
09/06/2022 11:02,16.3,
09/06/2022 11:07,16.2,
09/06/2022 11:12,15.9,
09/06/2022 11:17,15.6,
09/06/2022 11:22,15.2,
09/06/2022 11:27,15.4,
09/06/2022 11:32,15.8,
09/06/2022 11:37,16.3,
09/06/2022 11:42,16.4,
09/06/2022 11:47,16.2,
09/06/2022 11:52,15.9,
09/06/2022 11:57,15.5,
09/06/2022 12:02,14.9,
09/06/2022 12:07,14.1,
09/06/2022 12:12,13.6,
09/06/2022 12:17,13.3,
09/06/2022 12:22,13.3,
09/06/2022 12:27,13.4,
09/06/2022 12:32,13.3,
09/06/2022 12:37,12.7,
09/06/2022 12:42,12.7,
09/06/2022 12:47,12.3,
09/06/2022 12:52,12.4,
09/06/2022 12:57,12.8,
09/06/2022 13:02,12.9,
09/06/2022 13:07,13,
09/06/2022 13:12,13,
09/06/2022 13:17,12.9,
09/06/2022 13:22,12.9,
09/06/2022 13:27,12.8,
09/06/2022 13:32,12.7,
09/06/2022 13:37,12.3,
09/06/2022 13:42,11.8,
09/06/2022 13:47,11.1,
09/06/2022 13:52,10.7,
09/06/2022 13:57,10.2,
09/06/2022 14:02,9.8,
09/06/2022 14:07,9.3,
09/06/2022 14:12,9,
09/06/2022 14:17,8.7,
09/06/2022 14:22,8.5,
09/06/2022 14:27,8.2,
09/06/2022 14:32,7.9,
09/06/2022 14:37,8.3,
09/06/2022 14:42,8.9,
09/06/2022 14:47,9,
09/06/2022 14:52,9,
09/06/2022 14:57,8.9,
09/06/2022 15:02,9,
09/06/2022 15:07,8.9,
09/06/2022 15:12,8.4,
09/06/2022 15:17,7.7,
09/06/2022 15:22,6.9,
09/06/2022 15:27,6.4,
09/06/2022 15:32,6.3,
09/06/2022 15:37,6.3,
09/06/2022 15:42,6.9,
09/06/2022 15:47,7.7,
09/06/2022 15:52,8.4,
09/06/2022 15:57,8.8,
09/06/2022 16:02,8.9,
09/06/2022 16:07,8.5,
09/06/2022 16:12,8.1,
09/06/2022 16:17,7.4,
